"Low","High","Fitted","Sc","Kgp","X0.805157593123209"
2.30011568436886,25.1927199364412,14.3423440020398,2.35619449019234,2.04700706595,0.805157593123209
-0.200456499200001,16.03,8.13464266504305,1.25560709483776,5.72,0.805157593123209
19.3608395403616,236.669160459638,96.1390267944649,11.0474280063749,134.6,0.805157593123209
13.4213424935986,154.519889840244,72.4018301654166,8.01947861678975,275.1,0.805157593123209
-0.709133417648864,7.84824278867,3.58165532922578,0.628318530717959,0.6895435008,0.805157593123209
7.143,59.277,26.1226756652175,3.97411470679109,2.873141491374,0.805157593123209
20.225943395818,276.574056604182,93.8998335438987,10.2669777618452,32.71,0.805157593123209
28.7930396988457,150.795697529,82.9384905178604,14.4997319255512,219.6,0.805157593123209
4.30377253306,52.2917335259301,21.3859663269957,3.07090681888402,6.4827927857,0.805157593123209
11.1691604596384,116.920570569137,52.3114514035074,6.80864189277905,177.2,0.805157593123209
71.2903402959922,421.699659704008,216.994018907287,46.6384814469068,264.86,0.805157593123209
28.441909415456,218.858090584544,94.7087608684035,13.3891177842336,44.11,0.805157593123209
13.1800711870789,135.899928812921,59.2701465868566,6.50737588057049,55.4,0.805157593123209
3.204104231636,44.581309491744,22.1096941755995,2.69412,12.0047893851,0.805157593123209
7.402,59.51,26.3055740669967,3.33760334136388,16,0.805157593123209
6.75196085872,46.16197163018,20.3172665219349,3.15498570372191,26.76,0.805157593123209
47.7470314928338,474.402968507166,184.748525143662,21.5597049071007,49.13,0.805157593123209
8.10705157453,59.64094842547,27.7383891223608,4.21627367151609,15.99,0.805157593123209
7.05797059275,60.151853966,26.5164675926748,3.9438081173001,19.83,0.805157593123209
30.1773173799286,236.542682620071,104.443597287591,13.0245328968838,41.83,0.805157593123209
1.16404926064114,28.6772152225789,12.8509389618382,1.94349534512827,9.93,0.805157593123209
23.71639194524,237.28360805476,109.571349459542,13.1386415209822,140.15,0.805157593123209
10.794572241648,61.800734114512,30.6999080844761,4.90873852123405,9.70374219276,0.805157593123209
7.42316743315,46.05683256685,23.8035871946013,5.47676979631323,45.3,0.805157593123209
14.3913708765175,112.251365546218,48.3643873443611,6.66338170134786,33.4,0.805157593123209
2.02700706595,33.14,14.9682163182547,1.50806097553669,6.9,0.805157593123209
19.403870391256,159.846129608744,79.9240596351924,12.1145960292353,273.86,0.805157593123209
30.5383103519262,275.013689648074,116.194077081973,11.6534599435494,198.9,0.805157593123209
2.09130938931382,21.29526560432,8.61345119613343,1.41371669411541,6.404379110745,0.805157593123209
0.483455588,21.0031194056338,7.97336764784515,0.847706448427342,4.98,0.805157593123209
17.66628011668,136.83371988332,70.5822392872275,12.3187355404316,31.37,0.805157593123209
136.923377299784,791.02951187293,415.455978219337,57.4125855593495,152.5,0.805157593123209
