"High","Low","Kgp","Sc","Fitted"
1.70272758647161,0.258528952835724,1.97,2.45,0.626714413839067
17.4910218682988,2.65154491298739,8.1,28.2744,6.31207357995672
1.1852682998609,0.169078900985087,0.782833333333335,1.64933614313464,0.431557078412225
2.12001335869593,0.31260965723642,3.18,3,0.758578079708074
34.4307496544623,4.5594316642041,11.67,59.3057644135274,12.7188173823112
1.74389094026156,0.253929136158124,1.36,2.55,0.651164964522285
0.866061953038063,0.126334762103309,1.1835,1.17809724509617,0.313628568746662
1.79947373763634,0.281287643062949,0.955733333333334,2.68606171881927,0.684249663560088
5.19300358476464,0.741402551403761,1.4,7.7931315,1.87199112243931
18.262971146632,2.62920684139454,14.112,30.1769708722965,6.70067977683903
9.41240632283194,1.16567796372124,1.68,14.1862875,3.29874893947436
4.18540840725464,0.604551233562994,2.421,6.25763017924568,1.52018441326086
2.2572367433324,0.340529845855004,1.713,3.2914275809805,0.828640600373162
8.39973207208377,1.12786278108665,5.85,13.0177112351593,3.03347626154426
8.77018238168972,1.26039869116254,2.72,13.2,3.07824832459422
7.2654941490066,1.01458914135243,4.81,11.3,2.65471291378349
4.54269820385372,0.680915766392633,2.09,6.8,1.64473516399204
3.46434549766164,0.454929677746529,2.9982,4.94800842940392,1.21735631588848
0.310765781097125,0.045318418520431,0.789,0.392699081698724,0.110609338176429
4.03532160923334,0.587550045684924,1.248,5.96131915402541,1.45325513256305
14.6911948460892,2.23573326466451,2.125,23.75835,5.37476430407874
1.20711220485874,0.184888357491073,0.23,1.7089067190487,0.447067260735052
7.00904747482344,1.08972069927183,1.28,11,2.59403298316369
26.6276549321989,3.95092487650342,11.14,44.2,9.62581654608253
0.350959637181573,0.0537226787705452,0.188,0.448941251534874,0.12626440807422
1.28314423986237,0.201038887199895,0.814,1.81434247800614,0.472263399082938
0.835821657364801,0.12244875342051,0.263,1.17809724509617,0.314479408505007
3.38969487769824,0.480595905773251,0.8153,4.90873852123405,1.21004387690331
5.0324926362712,0.696865752309735,12.942,7.35437365254937,1.76680727938795
2.49224015038883,0.393966853020336,2.6037,3.61283155162826,0.904504102076622
9.99875399960378,1.42967103111947,2.54,16.5162511778232,3.80626116592732
3.04820205011628,0.3763940875253,0.67,4.38728094558411,1.08840890960113
15.3666319154092,2.14478600871382,3.54,23.82909671199,5.38183288751931
1.84443466055562,0.285418712701089,0.048,2.69913005782406,0.68979392965428
0.107914702604307,0.0158497412977969,0.02,0.141371669411541,0.0426881529662253
4.05286441747261,0.633551691594322,2.82,6.20454817740635,1.50770627321167
4.06901624053693,0.575384587310235,0.87,5.9395875,1.44889021952415
5.06054583919885,0.723815295270328,1.1572,7.77544181763474,1.8684726419207
4.07381026376899,0.634115767141756,2.5088,6.28318530717959,1.52598216679221
9.25594283796635,1.52938880860321,1.268,14.86,3.44901196913509
1.22140845729458,0.16593179299257,0.06,1.7,0.445720667932739
1.83468584434301,0.248323101268951,4.902,2.66,0.676677466004363
2.78635226178561,0.419897470570812,0.707,3.97411470679109,0.991205481081746
1.15287890221334,0.167872813374233,0.952,1.54698604685322,0.406057564426423
2.28053219015683,0.332780905336161,1.019,3.3,0.83116342126988
0.606722332066905,0.0847039446492684,0.02,0.75939868724763,0.208868636413455
0.742866266527315,0.110214630568225,0.048,1.06470124367693,0.28671472170383
1.25390838304423,0.183954775132238,0.366,1.67,0.437149890317679
0.204294133850133,0.029015285447591,0.036,0.24,0.0702365975689126
2.9677679458615,0.457008398919577,1.152,4.54632899708551,1.12497805267941
1.12275330608884,0.164193462812077,1.4344,1.53152641862502,0.401965706911606
16.1592696241896,2.27799154705849,3.51,25.8593191541242,5.81568911199331
2.28688119963672,0.343396157846291,0.584,3.3006,0.831824229346784
1.34940538040328,0.198650327794275,0.235,1.91851888255765,0.498698769034474
17.9339630799147,2.5152207714539,3.48,28.2373001823394,6.3218485971372
10.3165470284079,1.48311985039092,2.02,15.9,3.673538708264
0.825285990991031,0.105907359204632,0.16,1.1,0.295004939199481
3.53857590226645,0.487381681607987,3.7872,5.41924732744239,1.32626148720214
7.59589354948492,1.12834259028651,3.03,11.8864908457504,2.7871172220218
0.0628436378604753,0.00785609391838883,0.03,0.0707,0.022014795623811
1.96160374408223,0.292772050473553,2.985,2.7350543941951,0.695123037592287
5.54337987314556,0.885457313965543,0.81,9.1,2.16946158206693
1.59439753045683,0.240807072585881,0.47,2.15892209710635,0.557057760439662
1.68602436559581,0.267874828204538,2.042,2.5,0.638776282881991
5.38774059795318,0.756531145465489,8.46,7.9,1.89142722141477
3.74037865042001,0.559358292054191,0.37,5.7,1.39501416172483
21.3602167570702,3.07383886934751,10.74,35.8,7.88454381048056
10.1752148657653,1.5177287465903,5.48,15.8972823681073,3.6647443646374
0.399822618756185,0.0535260465649798,0.01,0.5,0.141169475851185
7.36225206100435,1.0608219023594,1.72,11.6,2.72633147526603
4.50180092414258,0.668925076623542,1.09,6.87223392972767,1.66266859405477
4.18410989409932,0.615266685985213,1.63,6.28318530717959,1.52681271056344
3.80097416215536,0.533601652906222,3.74,5.7,1.39110809066687
3.75616225926504,0.586102529683011,2.37,6,1.4610083938318
2.2428532517454,0.346798150089106,1.283,3.3,0.830949187206782
0.0407749743468048,0.00609301364106719,0.038,0.0488923985178303,0.0154332192306803
1.25015824706706,0.19241080552116,0.37,1.85926548752589,0.483834231178803
4.48282502866786,0.671165855991737,5.64480000000001,7.03716754404114,1.69665812445034
0.995309807785778,0.147200551893823,0.9454,1.42942465738336,0.376795841296542
1.03457367064355,0.15147296917257,0.382333333333332,1.42942465738336,0.377337787804959
1.63455575935049,0.239226611979341,1.037,2.36975344066108,0.607756871463401
11.2300578653241,1.73655056299882,2.81,17.3,3.97614312282914
7.04090591301809,1.04617164506351,1.47,10.9955742875643,2.59242000650313
3.77151150078525,0.551930526101064,1.62,5.5154715,1.3498721168963
8.46681845066015,1.19022173545627,6.96,12.728775,2.96881464745133
0.463030658197696,0.0588423665870894,0.316,0.617729071355683,0.17060481728204
0.954825997785965,0.13675705673425,0.14,1.3,0.345530168854518
9.28753793429313,1.42209060628378,5.76,14.8617315,3.4382505427087
0.0469803411879846,0.00665409352840976,0.013,0.0503984021668373,0.0160761709389137
2.46843654893844,0.351910900545219,0.47,3.61283155162826,0.9062285540159
2.05705170252038,0.286198197281884,0.38,2.94524311274043,0.747286549800756
0.467466408002793,0.0704849074415214,0.094,0.642585834447536,0.177691760053834
4.34664377872934,0.624162711297547,4.33,6.68703384715346,1.61736667521665
0.437229928985697,0.0640444281438773,0.12,0.565486677646163,0.157346547792178
8.99784075094552,1.2139434952441,18.09,14.8627840931975,3.43007853855039
1.95573609594823,0.312187300473062,0.652,2.82743338823081,0.718560727240379
2.29539695736247,0.32381380712058,7.225,3.4,0.853083410955839
0.699570378476512,0.108552326973209,1.1835,0.942477796076938,0.253839633692541
18.5444343119825,2.67020079314578,4.41,30.4686029839164,6.78925358741503
7.04019875742737,1.00293983118793,1.34,11,2.59382594779042
9.71699270049289,1.42608380076444,1.84,15.9,3.67430667698422
1.56039716643357,0.217139548584739,1.668,2.11859763553896,0.546334867121732
2.63825311645622,0.378091997652129,4.635,3.8,0.948123113905398
8.8858557472478,1.27330854468971,7.61,14.16147612109,3.2830133838287
8.10984435874441,1.08817452099323,5.52533333333334,12.3700210735098,2.89095525343768
3.18587467629725,0.435226370601882,0.295,4.9,1.20942634950197
3.81344670214812,0.58486445414137,3.02,5.89048622548086,1.43536763807069
18.8780374962602,2.66438508894634,4.69,31.4159265358979,6.98777517401915
2.60866099940482,0.369926818493732,1.223,3.8,0.949529853843169
1.28740322743597,0.202960194360318,0.465,1.8,0.46909514189542
10.6136940355983,1.48453637080182,2.72,16.8269341019521,3.87341056873008
3.35401230777984,0.519005468081743,2.112,4.95221131209284,1.21882779205195
1.44203466642384,0.210461660484491,0.475,2,0.518209536284451
0.296455961518068,0.0439953132024924,0.05,0.376991118430775,0.107532458519399
0.312292941083069,0.0410213727175615,0.04,0.4,0.113824359709854
0.242996506053617,0.0340542142258169,0.047,0.297747455170348,0.0860341622683544
2.46267842406837,0.380978437878626,1.407,3.7,0.925751037095815
0.811852824694915,0.12150151803785,0.781,1.1065432038198,0.295780713335215
1.53375799439138,0.219633730159122,0.559166666666668,2.19911485751286,0.56673181072608
20.4221173010762,2.86169534066846,6.26,33.2,7.35583046079455
1.37373905538794,0.204374422605525,0.28,2,0.518568607445384
0.437522710770536,0.0641945254872968,0.047,0.568519792831625,0.158584967732927
1.23029246511574,0.148077142366115,0.893,1.65918684164248,0.43391210600405
1.53253634654987,0.243369148743611,0.915,2.17,0.559289005455854
9.66100747173463,1.37521249531919,4.6,15.9,3.666774051542
0.377768159815307,0.0546497963230219,0.04,0.5,0.140539479833111
14.2218786400137,1.96107933651655,2.65166666666666,22.9728962793754,5.2027358166028
0.49608426152547,0.0622898613013558,0.048,0.66,0.182569774723635
10.1411855482728,1.53381187114752,3.32,15.9,3.66945300693631
2.19647538100356,0.299957499785029,1.1084,3.1101767270539,0.78582545164786
4.14367675660224,0.598576883358866,0.6,6.4,1.55560854578663
5.80117702378769,0.832905412280318,4.136,8.57437682965709,2.04571016859941
1.27495894931922,0.199723247493396,0.369999999999999,1.83783170235003,0.478560475582916
2.24038424782248,0.331521951895616,0.727,3.3,0.831477508659828
15.5769930002621,2.14035675830882,6.39,24.6,5.53684486985432
6.80320409460156,1.0086238175727,3.28,10.6589655,2.51380666735495
7.04303800457175,1.1002467234229,2.86,11.3,2.65716206996044
11.6080694228579,1.64273265368448,3.12,18.9698871230611,4.33758584585755
1.87582008304538,0.256430073561906,1.28,2.6,0.663278030124475
2.09639830112618,0.271476949291985,1.108,2.9,0.735533365926978
0.548207311804147,0.0826545823554022,0.188,0.713598940349323,0.19585688243364
23.9166422020985,3.53543796647501,4.38,38.5,8.47720794695929
23.8705049007996,3.39125291867816,8.83,38.5,8.45332897661919
8.34377575735218,1.14181099564558,1.15,11.9,2.79508118861738
10.3292227476693,1.39897728936553,0.8942,15.90435,3.68120452147107
9.818030388264,1.41725272989715,4.91,15.9,3.66623850067465
2.11567307732858,0.318803119435196,1.674,3,0.759130755059475
1.45898601324798,0.22300235188313,0.35,2.1,0.542881139008505
1.35539959874378,0.201948991814181,0.426,1.8869,0.490535313750414
0.963095093805929,0.137172004530924,0.282,1.31234655184194,0.348220322831571
2.4917102901731,0.372033515628092,2.247,3.7,0.925269094889217
2.85584904048728,0.426159424272836,0.983,4.05,1.00871451171706
0.780470894609913,0.115226402493646,0.686933333333334,1.02101761241668,0.274149666945456
11.8876079119951,1.74690635197019,3.45,19.6,4.47276607464513
6.95025577689212,0.967665946331192,1.4728,11.0446875,2.60336897993217
7.01197257913493,0.955193816136825,2.42,11,2.5911559730893
18.6432471986613,2.7794860758192,3.43,30.7,6.84413891226983
0.579068695054931,0.0836960239452519,0.165,0.749239110561119,0.205167696772782
2.56549759645612,0.353759318025279,0.62,3.53429173528852,0.887323812078595
25.5864776959754,3.94172844610313,11.34,44.17875,9.62068079410534
12.1083439667634,1.76872371542228,4.08,19.6,4.4708263072503
2.73127137813714,0.392321050473658,1.152,3.97560332907502,0.991016659167352
16.554119181417,2.492267304866,3.22,27.3661964742114,6.13827192536854
7.11009916600584,0.966170395043176,1.575,11.0446875,2.60306386367602
30.0949794063599,4.11380773978659,3.875,50.2656,10.9284708839854
3.50826817104362,0.555134938293753,3.68,5.335488,1.30693028120192
1.16120876235862,0.174035230761203,0.144,1.61995582893468,0.425338688094962
2.44056011924274,0.34597650216643,0.431666666666666,3.45575191894877,0.869026352733949
