"Sc","Low","High","Kgp"
57.0123668402861,32.1867513542021,224.505051371782,229.883380315356
0.00942477796076938,1e-50,1e-50,0.0454162054791125
0.13846569620697,0.0404040404040404,0.212121212121212,0.116408530821041
0.659734457253857,0.242424242424242,1,0.1204
3.017499743773,2.73259729745567,6.19779189236702,1.19418935958019
67.9290871522453,46.0475297338475,312.867513542021,82.3453136705569
43.8723414073815,28.7215567592908,186.387910827757,38.6204708888712
0.0900851693416873,0.0303030303030303,0.161616161616162,0.0128
51.6572865427933,18.3259729745567,203.713883802314,181.510284205854
75.7378298520081,28.7215567592908,321.5305000293,262.45631970103
122.718463030851,64.8542091374033,565.191299912673,519.53499013755
2.79915905434851,2.73259729745567,6.19779189236702,1.99587373566179
19.5642682502304,11.395583784734,68.5712946007713,20.8943193044706
14.765485471872,7.93038918982269,49.5127243287588,16.5230406310188
0.614181363776805,0.181818181818182,1,0.771627732870545
0.919230010440374,0.292929292929293,1,1.02221600684269
33.1830724035422,20.0585702720124,124.014408119353,74.6873375436014
51.1489768514425,28.7215567592908,207.179078397225,132.737190753757
0.319735592319101,0.101010101010101,0.585858585858586,0.172856291095409
0.287926966701505,0.0909090909090909,0.545454545454546,0.0892
2.26980069221863,0.909090909090909,4.46519459491135,1.2395
0.725707902979242,0.242424242424242,1,0.557890414379572
40.1515176082861,21.7911675694681,153.468562176099,107.49834498675
61.5143476526966,40.8497378414805,274.750372997996,81.4243471884201
18.4254409133041,11.395583784734,65.1061000058599,12.4279444936053
51.5299735005066,33.9193486516578,219.307259479415,73.7610301394895
