"Kgp","quantile..0.1","quantile..0.9","Sc","predicted_value","nodesize"
229.883380315356,0.116408530821041,181.510284205854,57.0123668402861,82.3790058340536,26
0.0454162054791125,0.0892,107.49834498675,0.00942477796076938,37.1295512421817,26
0.116408530821041,0.0454162054791125,107.49834498675,0.13846569620697,37.1255756719626,26
0.1204,0.0454162054791125,107.49834498675,0.659734457253857,37.1254479449488,26
1.19418935958019,0.0454162054791125,107.49834498675,3.017499743773,37.0696108982507,26
82.3453136705569,0.519387002051158,519.53499013755,67.9290871522453,150.770704711877,26
38.6204708888712,0.116408530821041,229.883380315356,43.8723414073815,87.5120140894982,26
0.0128,0.0892,107.49834498675,0.0900851693416873,38.9800766356054,26
181.510284205854,0.113687677738937,229.883380315356,51.6572865427933,73.0882790548223,26
262.45631970103,0.1204,229.883380315356,75.7378298520081,85.3584098967605,26
519.53499013755,73.7610301394895,262.45631970103,122.718463030851,143.177003237339,26
1.99587373566179,0.0892,107.49834498675,2.79915905434851,39.2430499474128,26
20.8943193044706,0.0892,132.737190753757,19.5642682502304,40.8544044854698,26
16.5230406310188,0.0892,132.737190753757,14.765485471872,39.2398162756245,26
0.771627732870545,0.0892,107.49834498675,0.614181363776805,39.2699566437421,26
1.02221600684269,0.0892,107.49834498675,0.919230010440374,39.2569260534956,26
74.6873375436014,0.0892,137.614500098968,33.1830724035422,55.0202130327097,26
132.737190753757,0.0892,229.883380315356,51.1489768514425,76.8061218835304,26
0.172856291095409,0.0892,107.49834498675,0.319735592319101,37.643947418568,26
0.0892,0.116408530821041,107.49834498675,0.287926966701505,37.6484648582871,26
1.2395,0.0892,107.49834498675,2.26980069221863,37.6024528582871,26
0.557890414379572,0.0892,107.49834498675,0.725707902979242,37.6351701183969,26
107.49834498675,0.0892,132.737190753757,40.1515176082861,46.0570356009577,26
81.4243471884201,0.172856291095409,262.45631970103,61.5143476526966,140.289545517337,26
12.4279444936053,0.0892,132.737190753757,18.4254409133041,43.1070427595332,26
73.7610301394895,0.1204,262.45631970103,51.5299735005066,106.880992894399,26
